document_id,title,author,characters_before,characters_after,removed_characters,first_excerpt_before,first_excerpt_after,last_excerpt_before,last_excerpt_after,status,removed_blocks
usp_news_000051,USP quer fortalecer parceria com instituição alemã de financiamento,Erika Yamamoto,2946,2851,95,"Por [Erika Yamamoto](https://jornal.usp.br/author/erikayamausp-br/ ""Posts de Erika Yamamoto"")

[A partir da esquerda] Paulo Henrique Braz da Silva, Carlos Eduardo Pellegrino Cerri, Norberto Peporine Lopes, Katharina Fourier, Joybrato Mukherjee, Aluisio Segurado, Martina Hackelberg, Anja Grecko Lorenz, Laura Kemmer e Fernando Menezes – Foto: Cecília Bastos/USP Imagens

Na tarde desta quarta-feira, dia 27 de maio, o presidente do Serviço Alemão de Intercâmbio Acadêmico (DAAD, na sigla em alemão pa","[A partir da esquerda] Paulo Henrique Braz da Silva, Carlos Eduardo Pellegrino Cerri, Norberto Peporine Lopes, Katharina Fourier, Joybrato Mukherjee, Aluisio Segurado, Martina Hackelberg, Anja Grecko Lorenz, Laura Kemmer e Fernando Menezes – Foto: Cecília Bastos/USP Imagens

Na tarde desta quarta-feira, dia 27 de maio, o presidente do Serviço Alemão de Intercâmbio Acadêmico (DAAD, na sigla em alemão para *Deutscher Akademischer Austauschdienst*), Joybrato Mukherjee, visitou a Reitoria e foi rece","ão Paulo, Anja Grecko Lorenz; e a professora visitante e titular da Cátedra Martius (DAAD-USP), Laura Kemmer.

Também participaram da reunião o diretor adjunto de Relações Acadêmicas Internacionais da Agência USP de Cooperação Acadêmica Nacional e Internacional (Aucani), Fernando Menezes; o diretor adjunto de Mobilidade Acadêmica da Aucani, Paulo Henrique Braz da Silva; o pró-reitor adjunto de Pesquisa, Carlos Eduardo Pellegrino Cerri; e o pró-reitor adjunto de Inovação, Norberto Peporine Lopes.","ão Paulo, Anja Grecko Lorenz; e a professora visitante e titular da Cátedra Martius (DAAD-USP), Laura Kemmer.

Também participaram da reunião o diretor adjunto de Relações Acadêmicas Internacionais da Agência USP de Cooperação Acadêmica Nacional e Internacional (Aucani), Fernando Menezes; o diretor adjunto de Mobilidade Acadêmica da Aucani, Paulo Henrique Braz da Silva; o pró-reitor adjunto de Pesquisa, Carlos Eduardo Pellegrino Cerri; e o pró-reitor adjunto de Inovação, Norberto Peporine Lopes.",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Erika Yamamoto](https://jornal.usp.br/author/erikayamausp-br/ \""Posts de Erika Yamamoto\"")""}]"
usp_news_000052,Fuvest divulga cronograma completo do vestibular da USP para ingresso em 2027,,5785,5785,0,"Vestibular 2027 da USP tem calendário com datas definidas – Foto: Arquivo/[Agência Brasil](https://www.gov.br/pt-br/noticias/educacao-e-pesquisa/2021/02/participantes-podem-conferir-novos-locais-de-prova/estudantes-prova-foto-arquivo-agencia-brasil.jpg/view)

.
Os vestibulandos que pretendem concorrer a uma vaga na USP para ingresso em 2027 já podem consultar o calendário oficial divulgado pela Fundação Universitária para o Vestibular (Fuvest), responsável pelo processo seletivo. Entre as princi","Vestibular 2027 da USP tem calendário com datas definidas – Foto: Arquivo/[Agência Brasil](https://www.gov.br/pt-br/noticias/educacao-e-pesquisa/2021/02/participantes-podem-conferir-novos-locais-de-prova/estudantes-prova-foto-arquivo-agencia-brasil.jpg/view)

.
Os vestibulandos que pretendem concorrer a uma vaga na USP para ingresso em 2027 já podem consultar o calendário oficial divulgado pela Fundação Universitária para o Vestibular (Fuvest), responsável pelo processo seletivo. Entre as princi","a dos pais ou responsáveis legais.

Uma comissão julgadora, composta de membros da banca de competências específicas de Artes Visuais e pela diretoria da Fuvest, fará a seleção das propostas. Já o resultado será divulgado em 15 de julho.

O edital completo e as regras para participação estão disponíveis no site da Fuvest [neste link](https://www.fuvest.br/?utm_source=chatgpt.com).

Mais informações sobre o vestibular estão disponíveis no [site da Fuvest](https://www.fuvest.br/vestibular-da-usp).","a dos pais ou responsáveis legais.

Uma comissão julgadora, composta de membros da banca de competências específicas de Artes Visuais e pela diretoria da Fuvest, fará a seleção das propostas. Já o resultado será divulgado em 15 de julho.

O edital completo e as regras para participação estão disponíveis no site da Fuvest [neste link](https://www.fuvest.br/?utm_source=chatgpt.com).

Mais informações sobre o vestibular estão disponíveis no [site da Fuvest](https://www.fuvest.br/vestibular-da-usp).",APROVADO,[]
usp_news_000053,O café e o despertar dos sentidos e emoções,,14741,14332,409,"Eliane Comoli – Foto: Arquivo pessoal

Desde 2005, no dia 24 de maio é comemorado no Brasil o Dia Nacional do Café. A iniciativa foi da Associação Brasileira da Indústria de Café, a fim de marcar o início da colheita nas principais regiões cafeeiras como o Sul de Minas e o Cerrado Mineiro, e para valorizar a bebida.

Outras duas datas comemoram o café no mundo. A mais popular é o Dia Mundial do Café, 14 de abril, e a outra é o Dia Internacional do Café, celebrado em 1º de outubro. O Dia Internac","Eliane Comoli – Foto: Arquivo pessoal

Desde 2005, no dia 24 de maio é comemorado no Brasil o Dia Nacional do Café. A iniciativa foi da Associação Brasileira da Indústria de Café, a fim de marcar o início da colheita nas principais regiões cafeeiras como o Sul de Minas e o Cerrado Mineiro, e para valorizar a bebida.

Outras duas datas comemoram o café no mundo. A mais popular é o Dia Mundial do Café, 14 de abril, e a outra é o Dia Internacional do Café, celebrado em 1º de outubro. O Dia Internac","tão, fica o convite: “Que tal estimular os sentidos e as emoções apreciando um cafezinho?”.

\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*"," neuroquímica cerebral causando efeitos incríveis aos consumidores e apreciadores.

Seja para um momento de leitura e reflexão, para ficar mais alerta, socializar ou mesmo jogar uma conversa fora, o café é a prova de que pequenos instantes podem trazer grandes significados. Além do mais, o café nos convida para uma pausa, para uma experiência, para um momento especial, para se valorizar na simplicidade. Então, fica o convite: “Que tal estimular os sentidos e as emoções apreciando um cafezinho?”.",APROVADO,"[{""rule"": ""generic_opinion_notice"", ""reason"": ""aviso institucional genérico após o artigo"", ""text"": ""\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\n*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*""}]"
usp_news_000054,Economia da USP lança campanha para financiar bolsas de intercâmbio e idiomas para estudantes negros,,4660,4660,0,"Alguns dos estudantes contemplados na primeira edição do projeto – Foto: Vinicius Stasolla/ Fundo Patrimonial da FEA-USP

O aprendizado de idiomas ainda é um desafio para a maioria dos estudantes negros que ingressam no ensino superior. O projeto *Mundo Sem Fronteiras: idiomas para estudantes negros FEAnos* visa mitigar essa lacuna. Trata-se de um programa de oferecimento de bolsas para cursos de idiomas e intercâmbio para discentes negros que, neste ano, chega à sua segunda edição. O objetivo é","Alguns dos estudantes contemplados na primeira edição do projeto – Foto: Vinicius Stasolla/ Fundo Patrimonial da FEA-USP

O aprendizado de idiomas ainda é um desafio para a maioria dos estudantes negros que ingressam no ensino superior. O projeto *Mundo Sem Fronteiras: idiomas para estudantes negros FEAnos* visa mitigar essa lacuna. Trata-se de um programa de oferecimento de bolsas para cursos de idiomas e intercâmbio para discentes negros que, neste ano, chega à sua segunda edição. O objetivo é","e conclusão e registrar a atividade como Atividade Acadêmica Complementar (AAC), que é obrigatória no currículo atual da faculdade.

O *Mundo Sem Fronteiras: idiomas para estudantes negros FEAnos* é promovido por docentes da FEA em parceria com o Fundo Patrimonial da FEA e apoio da Associação de Negros Feanos (Anfea), que estabelece e mantém contato direto com os estudantes. Para mais informações sobre o projeto e a campanha, acesse este [link](https://www.instagram.com/fundopatrimonialfeausp/).","e conclusão e registrar a atividade como Atividade Acadêmica Complementar (AAC), que é obrigatória no currículo atual da faculdade.

O *Mundo Sem Fronteiras: idiomas para estudantes negros FEAnos* é promovido por docentes da FEA em parceria com o Fundo Patrimonial da FEA e apoio da Associação de Negros Feanos (Anfea), que estabelece e mantém contato direto com os estudantes. Para mais informações sobre o projeto e a campanha, acesse este [link](https://www.instagram.com/fundopatrimonialfeausp/).",APROVADO,[]
usp_news_000055,Estudantes da USP reinventam o drama e as paixões de Hamlet,Clara Hanek,7874,7786,88,"Por [\*Clara Hanek](https://jornal.usp.br/author/clara-hanek/ ""Posts de *Clara Hanek"")

Cena de *Quase Hamlet ou A Coruja Era Filha do Padeiro –* Foto: Hadassah Wengler e Gambiarra

“Ser ou não ser, eis a questão” – uma das frases mais citadas da literatura mundial – é extraída da tragédia *Hamlet*, de William Shakespeare (1564-1616), que estudantes da Escola de Comunicações e Artes (ECA) da USP reinventam na peça *Quase Hamlet ou A Coruja Era Filha do Padeiro*. A montagem será exibida neste fim","Cena de *Quase Hamlet ou A Coruja Era Filha do Padeiro –* Foto: Hadassah Wengler e Gambiarra

“Ser ou não ser, eis a questão” – uma das frases mais citadas da literatura mundial – é extraída da tragédia *Hamlet*, de William Shakespeare (1564-1616), que estudantes da Escola de Comunicações e Artes (ECA) da USP reinventam na peça *Quase Hamlet ou A Coruja Era Filha do Padeiro*. A montagem será exibida neste fim de semana (dias 29, 30 e 31), no Teatro da USP (Tusp), na Cidade Universitária, em São ","um espaço de formação e pesquisa, onde sempre podemos errar e trazer coisas novas. O repertório apresentado para nós nesse ambiente entra como parte ativa da construção dessa montagem”.

*A peça* Quase Hamlet ou A Coruja Era Filha do Padeiro *será exibida nesta sexta-feira (29) e no sábado (30), às 20 horas, e no domingo (31), às 18 horas, na sala do Teatro da USP do Centro Cultural Camargo Guarnieri (Rua do Anfiteatro, 109, Cidade Universitária, em São Paulo). Entrada grátis.*

Foto: Divulgação","um espaço de formação e pesquisa, onde sempre podemos errar e trazer coisas novas. O repertório apresentado para nós nesse ambiente entra como parte ativa da construção dessa montagem”.

*A peça* Quase Hamlet ou A Coruja Era Filha do Padeiro *será exibida nesta sexta-feira (29) e no sábado (30), às 20 horas, e no domingo (31), às 18 horas, na sala do Teatro da USP do Centro Cultural Camargo Guarnieri (Rua do Anfiteatro, 109, Cidade Universitária, em São Paulo). Entrada grátis.*

Foto: Divulgação",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [\\*Clara Hanek](https://jornal.usp.br/author/clara-hanek/ \""Posts de *Clara Hanek\"")""}]"
usp_news_000056,A excelência dos programas de pós-graduação da USP,,3273,2864,409,"Carlos Eduardo Ambrósio – Foto: Cecília Bastos /USP Imagens

Marie-Anne Van Sluys – Foto: Cecília Bastos/USP Imagens

A Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes) divulgou, no último dia 27 de maio, o resultado final da avaliação quadrienal 2021-2024, que avaliou 4.555 programas de pós-graduação distribuídos em todo o território nacional. Os resultados estão disponíveis na planilha de resultados [Programas acadêmicos e](https://www.gov.br/capes/pt-br/centrais-de-conteudo","Carlos Eduardo Ambrósio – Foto: Cecília Bastos /USP Imagens

Marie-Anne Van Sluys – Foto: Cecília Bastos/USP Imagens

A Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes) divulgou, no último dia 27 de maio, o resultado final da avaliação quadrienal 2021-2024, que avaliou 4.555 programas de pós-graduação distribuídos em todo o território nacional. Os resultados estão disponíveis na planilha de resultados [Programas acadêmicos e](https://www.gov.br/capes/pt-br/centrais-de-conteudo","aduação da Universidade parabeniza todas as pessoas envolvidas nessa importante engrenagem!

\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*"," a Universidade formou 13.472 mestres e 10.264 doutores.

Mais do que números, os resultados refletem a capacidade da USP em manter um sistema de pós-graduação robusto e internacionalmente reconhecido. O desempenho alcançado evidencia o compromisso contínuo da Universidade com a produção científica, a formação acadêmica de excelência e a contribuição para o desenvolvimento do País. A Pró-Reitoria de Pós-Graduação da Universidade parabeniza todas as pessoas envolvidas nessa importante engrenagem!",APROVADO,"[{""rule"": ""generic_opinion_notice"", ""reason"": ""aviso institucional genérico após o artigo"", ""text"": ""\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\n*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*""}]"
usp_news_000057,Ação climática e saúde ambiental pautam semana de debates na Faculdade de Saúde Pública da USP,,10042,10042,0,"Evento na Faculdade de Saúde Pública terá atividades presenciais e on-line na Semana do Meio Ambiente – Foto: Francisco Emolo/USP Imagens

.
Com o tema *Uma chamada à ação climática*, a Faculdade de Saúde Pública (FSP) da USP promove, de 1º a 3 de junho, a Semana do Meio Ambiente 2026, reunindo especialistas, pesquisadores e o público em geral em uma programação gratuita que articula ciência, saúde e sustentabilidade diante da emergência climática. O evento contará com atividades presenciais na ","Evento na Faculdade de Saúde Pública terá atividades presenciais e on-line na Semana do Meio Ambiente – Foto: Francisco Emolo/USP Imagens

.
Com o tema *Uma chamada à ação climática*, a Faculdade de Saúde Pública (FSP) da USP promove, de 1º a 3 de junho, a Semana do Meio Ambiente 2026, reunindo especialistas, pesquisadores e o público em geral em uma programação gratuita que articula ciência, saúde e sustentabilidade diante da emergência climática. O evento contará com atividades presenciais na ","jYW1wYWlnbklkIjoiNmViOTRjZWQtYTRhMi00NWY3LTlhZDAtMDhkZWJiM2ZhODZkIiwicGVyc29uSWQiOiJkZTA5Y2MxYy1mZTdlLTQwODItOWQ2OS02MmI5YjczNDAxMTkiLCJlbWFpbCI6ImFnZW51c3BAdXNwLmJyIiwidXJsIjoiaHR0cHM6Ly93d3cuaW5zdGFncmFtLmNvbS9wL0RZei1TSmRtdnZTLz91dG1fc291cmNlPWlnX3dlYl9jb3B5X2xpbmsmaWdzaD1NelJsT0RCaU5XRmxaQT09IiwiaXNTZWdtZW50YXRpb24iOiJGYWxzZSIsIm5iZiI6MTc3OTkwNjI3NSwiZXhwIjoxNzgyNDk4Mjc1LCJpYXQiOjE3Nzk5MDYyNzV9.1SOHnY2sySSDbvylfzB1eljDl4w4icYhkh8ufIiKlgI)

.

*Texto adaptado da Faculdade de Saúde Pública*

.","jYW1wYWlnbklkIjoiNmViOTRjZWQtYTRhMi00NWY3LTlhZDAtMDhkZWJiM2ZhODZkIiwicGVyc29uSWQiOiJkZTA5Y2MxYy1mZTdlLTQwODItOWQ2OS02MmI5YjczNDAxMTkiLCJlbWFpbCI6ImFnZW51c3BAdXNwLmJyIiwidXJsIjoiaHR0cHM6Ly93d3cuaW5zdGFncmFtLmNvbS9wL0RZei1TSmRtdnZTLz91dG1fc291cmNlPWlnX3dlYl9jb3B5X2xpbmsmaWdzaD1NelJsT0RCaU5XRmxaQT09IiwiaXNTZWdtZW50YXRpb24iOiJGYWxzZSIsIm5iZiI6MTc3OTkwNjI3NSwiZXhwIjoxNzgyNDk4Mjc1LCJpYXQiOjE3Nzk5MDYyNzV9.1SOHnY2sySSDbvylfzB1eljDl4w4icYhkh8ufIiKlgI)

.

*Texto adaptado da Faculdade de Saúde Pública*

.",APROVADO,[]
usp_news_000058,Cruesp retoma discussões sobre o impacto da reforma tributária no financiamento das universidades,,2655,2655,0,"Em uma reunião realizada no dia 27 de maio, o Grupo de Trabalho Reforma Tributária do Conselho de Reitores das Universidades Estaduais Paulistas (Cruesp) retomou as discussões sobre os impactos das mudanças no sistema tributário nacional e no financiamento das três universidades estaduais paulistas – USP, Unesp e Unicamp. O objetivo do GT é analisar cenários, elaborar estudos técnicos e propor alternativas voltadas à preservação da sustentabilidade orçamentária das três entidades.

Leia, a segui","Em uma reunião realizada no dia 27 de maio, o Grupo de Trabalho Reforma Tributária do Conselho de Reitores das Universidades Estaduais Paulistas (Cruesp) retomou as discussões sobre os impactos das mudanças no sistema tributário nacional e no financiamento das três universidades estaduais paulistas – USP, Unesp e Unicamp. O objetivo do GT é analisar cenários, elaborar estudos técnicos e propor alternativas voltadas à preservação da sustentabilidade orçamentária das três entidades.

Leia, a segui","mada formal destas discussões ocorreu no último dia 27 de maio, quando o grupo esteve reunido a fim de aprofundar as análises técnicas e qualificá-las com resultados de impactos acadêmicos, científicos, sociais e de inovação. A iniciativa procura fortalecer o diálogo institucional com o Governo do Estado de São Paulo e demais órgãos envolvidos no tema, e conta com a participação ativa da Secretaria de Estado de Ciência, Tecnologia e Inovação.

Maysa Furlan
Reitora da Unesp e presidente do Cruesp","mada formal destas discussões ocorreu no último dia 27 de maio, quando o grupo esteve reunido a fim de aprofundar as análises técnicas e qualificá-las com resultados de impactos acadêmicos, científicos, sociais e de inovação. A iniciativa procura fortalecer o diálogo institucional com o Governo do Estado de São Paulo e demais órgãos envolvidos no tema, e conta com a participação ativa da Secretaria de Estado de Ciência, Tecnologia e Inovação.

Maysa Furlan
Reitora da Unesp e presidente do Cruesp",APROVADO,[]
usp_news_000059,"Incentivo ao doping busca aprimorar a performance esportiva, mas custo pode ser alto para os atletas",Fernando Silvestre,10214,10105,109,"Por [Fernando Silvestre\*](https://jornal.usp.br/author/fernando-silvestre/ ""Posts de Fernando Silvestre*"")

Doping não é uma prática nova e seu incentivo aparece hoje na mídia como possível tendência, mas não deve impactar o esporte no geral – Foto: [nts01/Pixabay](https://pixabay.com/pt/photos/rem%C3%A9dio-m%C3%A9dico-inje%C3%A7%C3%A3o-5037941/)

Doping não é uma palavra incomum. Ela tende a aparecer na mídia quando eventos esportivos, como a Copa do Mundo da Federação Internacional de Futebol","Doping não é uma prática nova e seu incentivo aparece hoje na mídia como possível tendência, mas não deve impactar o esporte no geral – Foto: [nts01/Pixabay](https://pixabay.com/pt/photos/rem%C3%A9dio-m%C3%A9dico-inje%C3%A7%C3%A3o-5037941/)

Doping não é uma palavra incomum. Ela tende a aparecer na mídia quando eventos esportivos, como a Copa do Mundo da Federação Internacional de Futebol (Fifa) ou os Jogos Olímpicos, se aproximam. O doping, também conhecido como dopagem e aprimoradores, pode se","para fins de desempenho atlético.”
>
> – Marco Bettine

Colocar em evidência as empresas que produzem essas substâncias seria uma forma de punição. Outra forma seria através do “fechamento e de multas altíssimas quando descobrem, mas o que ocorre é que a maior parte dessas substâncias não é centralizada na indústria farmacêutica propriamente dita”. Por serem tratadas como tecnologia, muitas estão em empresas desse nicho e não na farmácia.

\**Sob supervisão de Paulo Capuzzo e Cinderela Caldeira*","para fins de desempenho atlético.”
>
> – Marco Bettine

Colocar em evidência as empresas que produzem essas substâncias seria uma forma de punição. Outra forma seria através do “fechamento e de multas altíssimas quando descobrem, mas o que ocorre é que a maior parte dessas substâncias não é centralizada na indústria farmacêutica propriamente dita”. Por serem tratadas como tecnologia, muitas estão em empresas desse nicho e não na farmácia.

\**Sob supervisão de Paulo Capuzzo e Cinderela Caldeira*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Fernando Silvestre\\*](https://jornal.usp.br/author/fernando-silvestre/ \""Posts de Fernando Silvestre*\"")""}]"
usp_news_000060,Edição de 28 de maio de 2026,Joyce Pezzato,1559,1466,93,"Por [Joyce Pezzato\*](https://jornal.usp.br/author/joycepezzato/ ""Posts de Joyce Pezzato*"")

O *Jornal da USP no Ar – Edição Regional* desta quinta-feira (28/5) informa, entre outras notícias, que a Prefeitura de Ribeirão Preto dará início ainda nesta semana à Campanha de Vacinação Escolar 2026, voltada a estudantes a partir de 9 anos da rede municipal de ensino. A ação acontece em 36 escolas do município e tem como objetivo atualizar a carteira de vacinação dos alunos, com aplicação de doses co","O *Jornal da USP no Ar – Edição Regional* desta quinta-feira (28/5) informa, entre outras notícias, que a Prefeitura de Ribeirão Preto dará início ainda nesta semana à Campanha de Vacinação Escolar 2026, voltada a estudantes a partir de 9 anos da rede municipal de ensino. A ação acontece em 36 escolas do município e tem como objetivo atualizar a carteira de vacinação dos alunos, com aplicação de doses contra HPV, febre amarela, tríplice viral e meningocócica ACWY, conforme a necessidade de cada ","AL-28-05-2026.mp3>

O Jornal da USP no Ar, Edição Regional vai ao ar de segunda a sexta-feira, a partir das 12h30, pela Rádio USP em Ribeirão Preto, com produção e reportagens da Equipe de jornalismo da Rádio USP Ribeirão. Apresentação: Mel Vieira e Ferraz Junior. Técnica: Luiz Fontana, Mario Brother. Supervisão: Ferraz Junior. Coordenação: Gabriel Soares. Você pode sintonizar a Rádio USP em Ribeirão Preto FM 107.9, pela internet em ribeirao.usp.br ou pelo aplicativo do Jornal da USP no celular.","AL-28-05-2026.mp3>

O Jornal da USP no Ar, Edição Regional vai ao ar de segunda a sexta-feira, a partir das 12h30, pela Rádio USP em Ribeirão Preto, com produção e reportagens da Equipe de jornalismo da Rádio USP Ribeirão. Apresentação: Mel Vieira e Ferraz Junior. Técnica: Luiz Fontana, Mario Brother. Supervisão: Ferraz Junior. Coordenação: Gabriel Soares. Você pode sintonizar a Rádio USP em Ribeirão Preto FM 107.9, pela internet em ribeirao.usp.br ou pelo aplicativo do Jornal da USP no celular.",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Joyce Pezzato\\*](https://jornal.usp.br/author/joycepezzato/ \""Posts de Joyce Pezzato*\"")""}]"
usp_news_000061,A nutrição clínica e sua importância na manutenção dos cuidados do paciente oncológico,,2674,2674,0,"A pesquisa conduzida no Icesp evidencia como a identificação precoce da desnutrição pode transformar o cuidado ao paciente oncológico – Foto: [Diogo Moreira/ICESP](https://www.facebook.com/photo/?fbid=574183171405706&set=a.574183131405710)

<https://jornal.usp.br/wp-content/uploads/2026/05/NUTRICAO-CLINICA_ATENCAO-ONCOLOGICA-NO-ADULTO_GISLENE-OZORIO.mp3>

Um artigo desenvolvido no Programa de Residência Multiprofissional em Atenção Oncológica no Adulto do Hospital das Clínicas da Faculdade de Me","A pesquisa conduzida no Icesp evidencia como a identificação precoce da desnutrição pode transformar o cuidado ao paciente oncológico – Foto: [Diogo Moreira/ICESP](https://www.facebook.com/photo/?fbid=574183171405706&set=a.574183131405710)

<https://jornal.usp.br/wp-content/uploads/2026/05/NUTRICAO-CLINICA_ATENCAO-ONCOLOGICA-NO-ADULTO_GISLENE-OZORIO.mp3>

Um artigo desenvolvido no Programa de Residência Multiprofissional em Atenção Oncológica no Adulto do Hospital das Clínicas da Faculdade de Me"," possuem o acompanhamento nutricional especializado. Com essa forma de análise, qualquer profissional da saúde consegue aferir como está determinado paciente. Com reconhecimento internacional, a pesquisa conduzida no Icesp evidencia como a identificação precoce da desnutrição pode transformar o cuidado ao paciente oncológico. O estudo amplia o acesso a ferramentas mais objetivas de avaliação nutricional, contribuindo para reduzir complicações, interrupções no tratamento e índices de mortalidade."," possuem o acompanhamento nutricional especializado. Com essa forma de análise, qualquer profissional da saúde consegue aferir como está determinado paciente. Com reconhecimento internacional, a pesquisa conduzida no Icesp evidencia como a identificação precoce da desnutrição pode transformar o cuidado ao paciente oncológico. O estudo amplia o acesso a ferramentas mais objetivas de avaliação nutricional, contribuindo para reduzir complicações, interrupções no tratamento e índices de mortalidade.",APROVADO,[]
usp_news_000062,"Bolsa Família reduziu hospitalizações e aumentou empregabilidade, aponta estudo",Frederico Gomes,3389,3284,105,"Por [Frederico Gomes\*](https://jornal.usp.br/author/fredcanalgomesusp-br/ ""Posts de Frederico Gomes*"")

Integração do Bolsa Família com outras políticas está por trás dos efeitos positivos – Foto: [Roberta Aline / MDS – Agência Brasil](https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-01/gratuidade-para-conta-de-acesso-ao-bolsa-familia-e-garantida)

<https://jornal.usp.br/wp-content/uploads/2026/05/BOLSA-FAMILIA-BEM-ESTAR_FREDERICO-GOMES.mp3>

Um [estudo](https://www.nber.org/paper","Integração do Bolsa Família com outras políticas está por trás dos efeitos positivos – Foto: [Roberta Aline / MDS – Agência Brasil](https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-01/gratuidade-para-conta-de-acesso-ao-bolsa-familia-e-garantida)

<https://jornal.usp.br/wp-content/uploads/2026/05/BOLSA-FAMILIA-BEM-ESTAR_FREDERICO-GOMES.mp3>

Um [estudo](https://www.nber.org/papers/w35006) apontou que uma ampliação do programa Bolsa Família, em 2012, diminuiu entre os beneficiários a","a renda familiar para elegibilidade ao programa, e não os vínculos empregatícios. Além disso, pessoas que deixaram de receber o benefício após conseguirem emprego podem retornar ao programa em até 36 meses, caso voltem à condição de vulnerabilidade.

Assim, os beneficiários passam a ter maior liberdade de escolha sobre como se inserir no mercado de trabalho, sem precisar aceitar imediatamente ocupações informais com remuneração inferior ao valor do benefício.

\**Sob supervisão de Marcia Avanza*","a renda familiar para elegibilidade ao programa, e não os vínculos empregatícios. Além disso, pessoas que deixaram de receber o benefício após conseguirem emprego podem retornar ao programa em até 36 meses, caso voltem à condição de vulnerabilidade.

Assim, os beneficiários passam a ter maior liberdade de escolha sobre como se inserir no mercado de trabalho, sem precisar aceitar imediatamente ocupações informais com remuneração inferior ao valor do benefício.

\**Sob supervisão de Marcia Avanza*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Frederico Gomes\\*](https://jornal.usp.br/author/fredcanalgomesusp-br/ \""Posts de Frederico Gomes*\"")""}]"
